title,company,location,summary,salary
Sports Statistician (Data Collection),Genius Sports,None,"Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga, Australia and reporting all the action directly from the venue using…",100000.0
Data Scientist,Macquarie Group,None,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
"Expressions of Interest- Strategy, Growth & Digital",KPMG,Sydney NSW,"Our mission is to assist organisations turn their data into strategic assets, developing data strategies and data management practices that enable responsible…",110290.0
"Data Scientist, Digital Delta",KPMG,Sydney NSW,"Actioning insights from trusted data to consistently and quickly make clear decisions.
Extract and manipulate data from a variety of sources and apply the…",110290.0
Data Scientist,Macquarie Group Limited,Sydney NSW,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
Data Scientist - Product Analytics,Atlassian,Sydney NSW,Play with our seriously large volume of analytics data to understand insightful trends and employ this behavioural data and insights to intelligently to improve…,110290.0
Data Scientist,THE ICONIC,Sydney NSW,"We look for Data Scientists and Data Analysts who can solve complex data problems and are experts in data analysis.
What does success look like?",110290.0
Data Scientist- Digital,FinXL,Sydney NSW,"This is a great role for a Data Scientist to join a large Sydney CBD based telecommunications organisation.
You will have the following skills/experience:",110290.0
Data Scientist / Statistician,The University of Queensland,Queensland,"Skills and experience required for the role include, statistical programming and analytical skills, data acquisition, management, cleaning and data processing…", 115888
Data Scientist,Winc,Mascot NSW,"Information retrieval and data wrangling.
Experience in visualising/presenting data for stakeholders.
As our Data Scientist, you apply data mining techniques,…",110290.0
Machine Learning Data Scientist,Susquehanna International Group,Sydney NSW,"We work at all levels of the problem domain from market data handlers through trade monitoring.
Work with python systems to extract the data you will require; …",110290.0
Data Scientist,REA Group,Sydney NSW,"Build data pipelines, troubleshoot data and script issues and proactively analyse the model building processes to identify and recommend improvements.",110290.0
"Senior Data Scientist, Customer Analytics",Atlassian,Sydney NSW,"A strong intuition for crafting raw data and analysis into well-written and persuasive content.
Expertise in SQL and proficiency in another data programming…",110290.0
"Data Analyst – Economic Analysis Department, RBA",Reserve Bank of Australia,Sydney NSW,On top of that you will update data in the various data repositories (databases and spreadsheets) in a timely and accurate manner.,110290.0
Data Scientist | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",110290.0
Data Scientist ,Robonomics AI,Sydney NSW,"We are looking for a candidate with good command over R/Python and in-depth knowledge and experience in Machine Learning, deep learning methods, algorithm…",110290.0
Data Scientist,Fortune Select,Newcastle NSW,"Minimum 10 years exp. in data scientist role and 5 years in telco exp.
Candidate should have big data analytics exp. working on AW/Azure cloud for data analysis…",110290.0
Data Scientist,flybuys,Melbourne VIC,"Analytical expertise - contribute to the development/evolution of the analytics and data science strategy.
Analytics professional with a proven track record …",110290.0
Data Scientist,Sherpa,Australia,"Research and develop statistical learning models for data analysis.
Strong data analysis skills & Presentation skills making the complex simple.",110290.0
Instrument Scientist - Polarised Neutron Reflectometry,ANSTO,Lucas Heights NSW,"Reduce and correct user data and provide advice or further data processing and interpretation;
Reporting to the Reflectometry Group Manager, you will have…",110290.0
Senior Scientist,Science,Sydney NSW,"Well-developed knowledge and demonstrated experience in native vegetation ecology, vegetation data and data management platforms.",110290.0
Cartrack SG - Data Scientist (Maintenance),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",110290.0
Data Scientist,Discovery Parks,Adelaide SA,Identify and develop the capability to track detailed competitor data and leverage existing internal data to inform smart customer lead decision making.,110290.0
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,The Corporate Trust Analytics Specialist will be primarily responsible for understanding (via transaction documents) and then running and/or maintaining…,110290.0
CarTrack SG - Data Scientist/Engineer (NLP and Chatbot),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Data Scientist/Engineer (NLP and Chatbot).",110290.0
2020 Undergraduate Transport Planner - Sydney,AECOM,Sydney NSW,"Whether you are an engineer, planner, scientist, project manager or designer, we are looking for people who share our purpose and are passionate about improving…",110290.0
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",110290.0
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",110290.0
Data Scientist,Fortescue Metals Group,Perth WA,"Interpreting data, analysing data using statistical techniques.
Acquiring data from primary or secondary data sources and maintaining databases.",110290.0
Shopee SG - Data Engineer - Processing & Analysis,TechSkills Accelerator,Australia,"Translate data requirements into scalable technical data service with low latency and high concurrency.
Design,build and maintain the batch or real time data…",110290.0
Medical Data Scientist,Optimum Patient Care,None,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",110290.0
Medical Scientist,Optimum Patient Care,None,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,110290.0
Data Scientist,Discovery Parks,Adelaide SA,Identify and develop the capability to track detailed competitor data and leverage existing internal data to inform smart customer lead decision making.,110290.0
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,The Corporate Trust Analytics Specialist will be primarily responsible for understanding (via transaction documents) and then running and/or maintaining…,110290.0
CarTrack SG - Data Scientist/Engineer (NLP and Chatbot),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Data Scientist/Engineer (NLP and Chatbot).",110290.0
2020 Undergraduate Transport Planner - Sydney,AECOM,Sydney NSW,"Whether you are an engineer, planner, scientist, project manager or designer, we are looking for people who share our purpose and are passionate about improving…",110290.0
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",110290.0
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",110290.0
Data Scientist,Fortescue Metals Group,Perth WA,"Interpreting data, analysing data using statistical techniques.
Acquiring data from primary or secondary data sources and maintaining databases.",110290.0
Shopee SG - Data Engineer - Processing & Analysis,TechSkills Accelerator,Australia,"Translate data requirements into scalable technical data service with low latency and high concurrency.
Design,build and maintain the batch or real time data…",110290.0
Jewel Paymentech SG - Lead Data Scientist,TechSkills Accelerator,Australia,"Track record in leading data science projects and delivering from end-to-end.
Proficient in big data computing skills: scikit-learn in Python, Pandas, Hadoop,…",110290.0
Lucence SG - Bioinformatician / Data Scientist,TechSkills Accelerator,Australia,"Developing novel algorithms and statistical models as required by the company.
Building production-level bioinformatics pipelines using docker and AWS step…",110290.0
Data Scientist,Macquarie Group,None,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
Sports Statistician (Data Collection),Genius Sports,None,"Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga, Australia and reporting all the action directly from the venue using…",100000.0
Machine Learning Engineer,Accenture,Sydney NSW,"Data Strategy - background in data, analytics or AI strategy in particular building operating model, maturity assessments, data governance or data assessments.",110290.0
Data Scientist,Firesoft People,Sydney NSW,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.",200000.0
Data Scientist,Talenza,Sydney NSW,"Talenza has been engaged by one of our ASX Top 50 clients,in their search for a talented Data Scientist to join a collaborative and high achieving A.",110290.0
Data Scientist,Murdoch Childrens Research Institute,Parkville VIC,"Our research is increasingly data-rich, with the volume, variety and velocity of data being generated requiring structured data governance and sophisticated…", 102000
Data Scientist,TabCorp Holdings,Sydney NSW,A proven track record of delivering data science solutions into production that have delivered significant business/financial value.,110290.0
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",110290.0
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,"Experience working with text-related databases, datasets, big data, data mining or exacttransfer-load of streaming data.",110290.0
Data Engineer,AbbVie,Sydney NSW,"In this role, you will be working primarily with data scientists and analysts across functional disciplines.
Strong understanding of distributed data processing…",110290.0
IMDA - Data Scientist,TechSkills Accelerator,Australia,At least 2 years of experience in quantitative data analytic or machine learning model development for cybersecurity or network infrastructure use cases using…,110290.0
"IBM Research/Data Scientist - Health AI, Image Analytics",IBM,Melbourne VIC,"Extensive knowledge and at least two years hands-on experience of computer vision, machine learning and deep learning for analysing multimodal data, in…",110290.0
Senior Data Scientist,IT Alliance Australia,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and…,110290.0
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",110290.0
Senior Manager - Data Science,Capgemini Australia,Sydney NSW,"You have 5+ years experience in a data scientist type role working with multifunction teams.
You will have a proven record of growing client relationships…",110290.0
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Data Scientist- National Operations Finance,Woolworths Supermarkets,Bella Vista NSW,"Key to your success in this role is your proven experience in data science, data analytics and data exploration, a real advocate and champion across all data…",110290.0
Sr Statistical Programmer,Syneos Health - Australia,None,JOB SUMMARY This position functions as a member of the Biostatistics and Statistical Programming project team serving as a Lead Statistical Programmer for…,110290.0
Research and Data Analyst,Chandler Macleod,None,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",110290.0
MSL Haematology (North),Bristol-Myers Squibb,None,"Knowledge of HEOR data and the ability to communicate value data.
Effectively listening, communicating and presenting scientific and/or clinical data to…",110290.0
Sports Statistician (Data Collection),Genius Sports,None,"Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga, Australia and reporting all the action directly from the venue using…",100000.0
Data Scientist,Macquarie Group,None,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
Medical Data Scientist,Optimum Patient Care,None,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",110290.0
Data Scientist,Equifax,Melbourne VIC,"Collaborate and learn from some of the best data minds in Australia who are passionate about all things data and analytics.
What's in it for you?",110290.0
Machine Learning Engineer,Accenture,Sydney NSW,"Data Strategy - background in data, analytics or AI strategy in particular building operating model, maturity assessments, data governance or data assessments.",110290.0
Data Scientist,Firesoft People,Sydney NSW,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.",200000.0
Data Scientist,Talenza,Sydney NSW,"Talenza has been engaged by one of our ASX Top 50 clients,in their search for a talented Data Scientist to join a collaborative and high achieving A.",110290.0
Data Scientist,Murdoch Childrens Research Institute,Parkville VIC,"Our research is increasingly data-rich, with the volume, variety and velocity of data being generated requiring structured data governance and sophisticated…", 102000
Data Scientist,TabCorp Holdings,Sydney NSW,A proven track record of delivering data science solutions into production that have delivered significant business/financial value.,110290.0
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",110290.0
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,"Experience working with text-related databases, datasets, big data, data mining or exacttransfer-load of streaming data.",110290.0
Data Engineer,AbbVie,Sydney NSW,"In this role, you will be working primarily with data scientists and analysts across functional disciplines.
Strong understanding of distributed data processing…",110290.0
IMDA - Data Scientist,TechSkills Accelerator,Australia,At least 2 years of experience in quantitative data analytic or machine learning model development for cybersecurity or network infrastructure use cases using…,110290.0
Sports Statistician (Data Collection),Genius Sports,None,"Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga, Australia and reporting all the action directly from the venue using…",100000.0
"IBM Research/Data Scientist - Health AI, Image Analytics",IBM,Melbourne VIC,"Extensive knowledge and at least two years hands-on experience of computer vision, machine learning and deep learning for analysing multimodal data, in…",110290.0
Senior Data Scientist,IT Alliance Australia,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and…,110290.0
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",110290.0
Senior Manager - Data Science,Capgemini Australia,Sydney NSW,"You have 5+ years experience in a data scientist type role working with multifunction teams.
You will have a proven record of growing client relationships…",110290.0
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Data Scientist- National Operations Finance,Woolworths Supermarkets,Bella Vista NSW,"Key to your success in this role is your proven experience in data science, data analytics and data exploration, a real advocate and champion across all data…",110290.0
Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",110290.0
Research Associate - Data Science,University of New South Wales,Sydney NSW,"Often such models are developed based on the behavioural data collected in (sequential) decision-making tasks in humans, and in some studies neural data…", 103000
Data Scientist,GMT People,Canberra ACT,"Open Data Cube; and large data.
Remote sensing principles and working with remotely sensed data and image processing software.
Contract to 30 June 2021.",110290.0
Data Scientist,Macquarie Group,None,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
Medical Data Scientist,Optimum Patient Care,None,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",110290.0
Medical Scientist,Optimum Patient Care,None,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,110290.0
Research and Data Analyst,Chandler Macleod,None,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",110290.0
"Manager, Balance Sheet & Statistical Reporting 12 month Maximum Term",Macquarie Group,None,"You will have regular engagement and consultation with the data team, business units, and risk management team as the representative for Balance Sheet and…",110290.0
Data Scientist,Michael Page,Perth WA,"Make your mark on a young data function.
Adept at working with structured and unstructured data.
The business has data engineers but this will be the first.",110290.0
Laboratory Manager,NSW Health Pathology,Sydney NSW,"Advanced knowledge and operating competency with Laboratory Information Systems, Microsoft Office applications and Quality Management Systems and proven data…", 132511
Data Scientist,Eliiza,Melbourne VIC,"We're growing our data science capabilities and are looking for a data scientist to join our Eliiza team in Melbourne.
We produce the AI Australia podcast.",110290.0
Data Scientist,Preacta Recruitment,Sydney NSW,"My client is a tech-driven financial business working towards expanding their data capability by investing heavily to ensure they use their data in the best,…",110290.0
Senior Data Engineer,Prospa,Darlinghurst NSW,"You will extend and optimize our data pipelines, data lake, and data warehouse.
Your work will ensure our data pipelines are running efficiently, our enterprise…",110290.0
Data Modeller | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",110290.0
Computational Biologist – The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Expertise in working with next-generation sequencing data.
This position will drive the development and validation of approaches for interpreting multi-omic…",110290.0
Digital Designer | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",110290.0
Research Scientist/Senior Research Scientist in Systems,CSIRO,Sydney NSW,"Join CSIRO’s Data61, the largest data innovation group in Australia.
CSIRO’s Data61 business unit is the largest data innovation group in Australia, bringing…", 106000
Environmental Engineer/Scientist,Golder Associates,Western Australia,"Preparation of reports including data management, interpretation and reporting in line with regulatory guidelines;
At Golder, we thrive on challenges.",110290.0
Data Engineer | Data and Analytics,EY,Canberra ACT,"Previous experience working with data, data environments, databases, large data sets possibly in a consulting environment.
Skills and attributes for success.",110290.0
Suncorp 2021 Vacation Program (Technology / HR),Suncorp Group,Australia,Suncorp’s Vacation Program is a twelve-week accelerated development program designed to give you insight into future career paths and open the door to the…,110290.0
Data Scientist,Allura Partners,Sydney NSW,Generating robust advanced analytics and developing new cutting-edge machine learning models and data-driven tools to support our ongoing data strategy and…,110290.0
Research Assistant/Research Officer (Post-Doctoral Scientist) – Centre for Targeted Therapy,The Garvan Institute of Medical Research,Sydney NSW,Completion of measurable outputs such as successful generation of data packages to external partners resulting in downstream Garvan income and clinical…,110290.0
Rail Operations Analysis and Modeling Specialist - 2 to 7 years - Melbourne or Sydney,WSP Australia,Sydney NSW,"Ability to handle numbers, statistics, mass data.
Innovative mindset to translate complex technical data into relevant graphical outputs.",110290.0
Sports Statistician (Data Collection),Genius Sports,None,"Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga, Australia and reporting all the action directly from the venue using…",100000.0
Medical Data Scientist,Optimum Patient Care,None,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",110290.0
Earth Observation Data Scientist,HiTech Personnel,Canberra ACT,"Experience working with large data.
Knowledge of remote sensing principles and experience working with remotely sensed data and image processing software.",110290.0
2020 Undergraduate Geotechnical Engineer / Geologist – Sydney,AECOM,Sydney NSW,"+ An aptitude for accurate data entry and to learn to use specialist data presentation software.
+ Assisting with data manipulation and presentation.",110290.0
PHD ASSOCIATE (ECONOMIC CONSULTING) – SYDNEY,Chi Square Economics,Sydney NSW,A top-tier consultancy with offices across Europe is searching for a technical economist or data scientist to join its growing economics advisory and disputes…,110290.0
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",110290.0
Environmental Scientist /Engineer- Contaminated Sites,GHD,Perth WA,"Delivering high quality field investigations, data management and technical reporting in a high performing team environment.
What you will bring to the team.",110290.0
Director - Program Evaluation,Kantar TNS,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",110290.0
Data Engineer,KPMG,Canberra ACT,"Build resilient, tested, data pipelines with statistical data quality monitoring embedded (DataOps).
Recommend ways to improve data reliability, efficiency and…",110290.0
Bioinformatics Research Officer,The Garvan Institute of Medical Research,Sydney NSW,The project is also generating substantial cohort data and bioinformatics skills are required in various projects to analyse these data.,110290.0
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",110290.0
Data Scientist / Data Engineer (AI Machine Learning),Anson McCade,Sydney NSW,"As such they are looking for talented data scientist with strong data engineering experience to drive this.
They are kicking off some major projects developing…",110290.0
Data Scientist,Macquarie Group,None,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",110290.0
Medical Scientist,Optimum Patient Care,None,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,110290.0
Research and Data Analyst,Chandler Macleod,None,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",110290.0
"SENIOR SCIENTIST - MOLECULAR DIAGNOSTICS, DEVELOPMENT AND INFORMATICS",University of Melbourne,Parkville VIC,"We are looking for a highly skilled, focused and enthusiastic laboratory scientist who is ready to use their well-developed molecular biology, communication,…", 101684
Big Data Engineer,Fractal.ai,Sydney NSW,"Design and build data assets by integrating data from various internal and external sources.
At least 3 years' experience as a Data Engineer / Big Data…",110290.0
Data Engineer,ION,Sydney NSW,"The successful candidate will have the ability to use programmatic tools and techniques to quickly understand different data sources, transform and combine them…",110290.0
Medical Scientist,Gilead Sciences,Melbourne VIC,"Serve as external scientific expert in the therapy area, healthcare landscape, and data on Gilead and competitor medicines.",110290.0
Bioinformatician - The Garvan Weizmann Centre for Cellular Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Analysis of data generated for research within the GWCCG labs, by collaborators or in the public domain, method development and testing and writing computer…",110290.0
MARKET RESEARCH ANALYST,Torrens University Australia,Australia,"Prepare and present data-based recommendations to improve sales performance.
Confidence in working collaboratively and presenting complex data to varied…",110290.0
Technology Lead | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",110290.0
Data Engineer,GetCapital,Sydney NSW,"Scientists, building and owning our data architecture and assisting in the growth of the data analytics.
GetCapital? The role includes converting unstructured…",110290.0
Senior Data Analytics Engineer,Deputy,Sydney NSW,Create data tools for analytics and data scientist team members that assist them in building and optimising our product into an innovative industry leader.,110290.0
Data Science Manager,Broadspectrum,Melbourne VIC,"Provide expert knowledge of machine learning, NLP, deep learning and other methods, both executing projects and developing other data scientists across the…",110290.0
EL 1 - Drone Specialist/Quantitative Ecologist,Department of Agriculture & Water Resources,Australia,Producing custom data visualizations and graphics to communicate complex scientific results to a wide range of stakeholders., 116090
Senior Data Analyst | BIG W,Big W,Glossodia NSW,"Previous experience as a data analyst or scientist with broad experience of modern data and analytics tools and programming languages.
We are very data driven.",110290.0
"Senior Software Engineer (Machine Learning), Cash App",Cash App,Sydney NSW,"Cash App is the fastest growing financial brand in the world.
Initially built to take the pain out of peer-to-peer payments, Cash App has gone from a simple…",110290.0
"Associate Director, Balance Sheet & Statistical Reporting",Macquarie Group Limited,Sydney NSW,"You will have regular engagement and consultation with the data team, business units, legal, risk management and the senior leadership team on reporting and…",110290.0
Data Scientist,Adaps,Sydney NSW,"Demonstrate a strong proficiency in Excel, PowerPoint and SharePoint.
Strong organisation, attention to detail and an inquisitive mind are essential.",110290.0
Senior Scientist (Brain Tumor Group),Children's Cancer Institute,Sydney NSW,"Establish collaboration with other scientists and keep abreast with latest research techniques.
Conduct statistical analysis of data sets and record…",110290.0
Data Engineer,Komatsu,Australia,"Our team is composed of data scientists who create algorithms, software developers / data engineers that support the execution of the analytics suite, and…",110290.0
Research Associate – Machine Learning and Deep Learning for Medical Images,University of New South Wales,Australia,"Through access to nationally and internationally linked radiotherapy distributed datasets, these tools will be used to enable a novel approach to learning from…", 103112
Director - Program Evaluation,KANTAR,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",110290.0
Machine Learning Engineer,See-Mode Technologies,Melbourne VIC,"We have an interdisciplinary team of scientists and engineers and are advised by experienced clinicians in Australia and Singapore.
Bonus Points if you have: *.", 110000
"Senior Consultant, Data and Analytics - Sydney",EY,Sydney NSW,"Exposure to data / data environments / databases / large data sets.
Experienced in delivering modern data platform solutions, data governance, architecture…",110290.0
Senior Analyst,Deloitte,Sydney NSW,"You will manage, coordinate and mentor teams of data scientists and analytics professionals.
Experience in data sourcing, cleansing, preparation and management…",110290.0
OPERATIONS RESEARCH ANALYST - SPA AUSTRALIA,Omni Executive,Canberra ACT,"Experience developing analytic tools for data analysis, knowledge management, or decision support.
Assist in the development of data visualisations, briefings,…",110290.0
Ecology Consultants (3 roles),Niche Environment and Heritage,Parramatta NSW,"Our 50+strong team includes ecologists, botanists, archaeologists and environmental scientists.
Practical experience of 4 to 8+ years undertaking field-based…",110290.0
Machine Learning Engineer,The University of Adelaide,Adelaide SA,"3+ years’ experience in a data science programming language (i.e. python, R) and toolchain (i.e. PyTorch, Tensorflow, Scikit learn, CARET).", 122855
Surface Analysis Scientist,The University of Queensland,St Lucia QLD,"The successful candidate will be a creative, surface scientist and dedicated XPS specialist with a strong interest in the development of new methods in their…", 110376
"Addressable Executive, Programmatic/Social",Clemenger Group,Sydney NSW,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.,110290.0
Research Fellow - Computer Vision & Machine Learning,University Of Western Australia,Crawley WA,"You will support an industry funded project involving the development of advanced computer vision and deep learning algorithms for the automatic detection,…",110290.0
"Manager, Balance Sheet & Statistical Reporting",Macquarie Group Limited,Sydney NSW,"Knowledge and a passion for data and regulatory reporting in a control environment.
You will regularly engage and consult with internal stakeholders including…",110290.0
Data Scientist,Ever Better Recruitment (EBR),Australia,"3+ years of working experience in data science.
Core contributor of an open source machine learning or data science project.",110290.0
